u	angle	cd	cl
53.5	14.5	0.17545713524	0.84820936665
53.5	15.0	0.094580686332	0.29206448029
54.0	0.0	0.0087576211709	0.0035190874399
54.0	0.5	0.008623586435	0.06719676301199999
54.0	1.0	0.0085426454721	0.11206980960999999
54.0	1.5	0.0088035187856	0.14611463144
54.0	2.0	0.0090134071377	0.19626908547000002
54.0	2.5	0.0078090117319	0.30739949203
54.0	3.0	0.0091865720618	0.30521942224
54.0	3.5	0.009205205438700001	0.36791932125
54.0	4.0	0.009394833996799998	0.4280493612
54.0	4.5	0.009535807052600001	0.48712686732
54.0	5.0	0.0098397843376	0.54154853748
54.0	5.5	0.010079441982	0.57812447861
54.0	6.0	0.010407287388000001	0.6345337129999999
54.0	6.5	0.010989626423	0.66866944359
54.0	7.0	0.011279658147	0.73617462313
54.0	7.5	0.012091710973	0.76274947228
54.0	8.0	0.014972783842	0.78000629521
54.0	8.5	0.014478454084999998	0.84243002133
54.0	9.0	0.015623404320000001	0.88408603256
54.0	9.5	0.017974769954	0.9194174070899999
54.0	10.0	0.017293851133999998	0.9828554360899999
54.0	10.5	0.017644076497	1.048867064
54.0	11.0	0.022281662431	1.0428298998999999
54.0	11.5	0.12583099195	0.61307609724
54.0	12.0	0.028038110507999998	1.1110132503
54.0	12.5	0.030547742165000003	1.1544711543000001
54.0	13.0	0.033880751688	1.1849253709
54.0	13.5	0.10258843115	0.84552542262
54.0	14.0	0.048588937544	1.2060861249
54.0	14.5	0.20222857033	0.88018063156
54.0	15.0	0.0047740903312	-0.13207425079000001
54.5	0.0	0.0087601519649	0.0024228427649000002
54.5	0.5	0.0088016592909	0.060864781061
54.5	1.0	0.0085066952894	0.11143637728
54.5	1.5	0.0086924866955	0.14522136965
54.5	2.0	0.0089585686482	0.18719416616
54.5	2.5	0.0091757154455	0.25364352362
54.5	3.0	0.0091638025685	0.30541930312
54.5	3.5	0.0092534662099	0.35943944806999995
54.5	4.0	0.0095051208042	0.42711982134000004
54.5	4.5	0.0095658558435	0.47902500073
54.5	5.0	0.0099340594756	0.52565833772
54.5	5.5	0.010169713647	0.57850173242
54.5	6.0	0.010616681011	0.6273741810100001
54.5	6.5	0.011213042627999999	0.66095382662
54.5	7.0	0.011169105113999999	0.73964572042
54.5	7.5	0.01212482836	0.76183078881
54.5	8.0	0.015484320701999999	0.76799512089
54.5	8.5	0.016310684001	0.81124692222
54.5	9.0	0.016022198798	0.87945005675
54.5	9.5	0.016598315386	0.9356754516
54.5	10.0	0.01681239912	0.9911693841
54.5	10.5	0.019384809588	1.0190531012000001
54.5	11.0	0.023694565784	1.0292368553
54.5	11.5	0.026194368036	1.0751911864
54.5	12.0	0.17171363588	0.83458323676
54.5	12.5	0.028971384722	1.1694116113
54.5	13.0	0.03095786875	1.2062431286
54.5	13.5	0.09769733393999999	0.8561564682699999
54.5	14.0	0.0530568945	1.2502573617000001
54.5	14.5	0.25060563915	1.4547960856
54.5	15.0	0.070781574917	0.15302905337
55.0	0.0	0.0087558820177	0.0011177688883
55.0	0.5	0.0088335114737	0.060870477731999995
55.0	1.0	0.0087881534282	0.069358295423
55.0	1.5	0.008868439108799999	0.14442838865
55.0	2.0	0.0090422483496	0.19666888806
55.0	2.5	0.0090725844519	0.25781420443
55.0	3.0	0.009170404320700001	0.31106336176
55.0	3.5	0.0092451833583	0.36494173509000005
55.0	4.0	0.009507268813100002	0.4204660593
55.0	4.5	0.0094962531299	0.4849072768
55.0	5.0	0.009853246507299998	0.52841801843
55.0	5.5	0.010080784897000001	0.58288582172
55.0	6.0	0.010562452563	0.62996172113
55.0	6.5	0.011130021122	0.66414804656
55.0	7.0	0.011206601322000001	0.7373361959199999
55.0	7.5	0.012559398756	0.7525573442
55.0	8.0	0.0172774342	0.7127559686499999
55.0	8.5	0.015040709037	0.82928577874
55.0	9.0	0.015894457173	0.8824670289100001
55.0	9.5	0.018139929548	0.9208581273399999
55.0	10.0	0.019263863599	0.95576619621
55.0	10.5	0.020103426101	1.0073699462
55.0	11.0	0.022492745321	1.0406307204
55.0	11.5	0.031431151956	1.0307016608
55.0	12.0	0.026676756077	1.1237441406
55.0	12.5	0.034604514029	1.1318525966
55.0	13.0	0.033448224811	1.1869881223
55.0	13.5	0.11191547281	0.7771569155600001
55.0	14.0	0.053952199602	1.1818945256
55.0	14.5	0.13315520874000003	1.0431099429000001
55.0	15.0	0.058134286811	0.08122433898
55.5	0.0	0.008776657911499999	0.0018916538915999999
55.5	0.5	0.0087599952049	0.062814576638
55.5	1.0	0.0088147806216	0.068544815603
55.5	1.5	0.008879212844	0.1497908904
55.5	2.0	0.009030857200399998	0.19660976848
55.5	2.5	0.0090857968427	0.25818546563
55.5	3.0	0.0090719944047	0.3145793937
55.5	3.5	0.009204423766399999	0.3644903936
55.5	4.0	0.0092708763405	0.43932920133000003
55.5	4.5	0.0094932448289	0.4831194408899999
55.5	5.0	0.009762882745200001	0.5358531729899999
55.5	5.5	0.010372436056999999	0.56718716229
55.5	6.0	0.010744928019999999	0.62013799853
55.5	6.5	0.011243603044	0.66108437191
55.5	7.0	0.011010985054	0.7395678679100001
55.5	7.5	0.01218518071	0.7601892945800001
55.5	8.0	0.015643566575	0.77709242166
55.5	8.5	0.01522024769	0.82660219698
55.5	9.0	0.015814578497999998	0.8872435235200001
55.5	9.5	0.016499643126	0.9352019021600001
55.5	10.0	0.017658506907	0.9836426278799999
55.5	10.5	0.019935475498	1.0112171187
55.5	11.0	0.022556271567000002	1.0409298109
55.5	11.5	0.025899602768	1.076752886
55.5	12.0	0.026699879739	1.1253357729
55.5	12.5	0.033025738537	1.1243228675
55.5	13.0	0.035258387392000004	1.1759280998000001
55.5	13.5	0.11197221112	0.6828446358600001
55.5	14.0	0.056788036057	1.2251977245999999
55.5	14.5	0.10785693108	1.1452732556
55.5	15.0	0.16975982403999998	0.5106081641800001
56.0	0.0	0.0087247807045	0.0025517362981999996
56.0	0.5	0.008713114726200002	0.062830253845
56.0	1.0	0.0087525248245	0.063594429976
56.0	1.5	0.0087505485267	0.13994643356
56.0	2.0	0.009030087739700002	0.19717899175999998
56.0	2.5	0.0091204656704	0.25795151568
56.0	3.0	0.0090431648837	0.32153289369000004
56.0	3.5	0.0091765853634	0.36646976198
56.0	4.0	0.009349647925399999	0.43405521555
56.0	4.5	0.009558124713	0.47355052993
56.0	5.0	0.0097149329751	0.53786679105
56.0	5.5	0.009934777516700001	0.58972093739
56.0	6.0	0.01029810035	0.65024528447
56.0	6.5	0.011195018588	0.66044031081
56.0	7.0	0.011059475699	0.7378587494300001
56.0	7.5	0.013509824455	0.7297110914
56.0	8.0	0.019490003731	0.70767055762
56.0	8.5	0.014934802919	0.83269202922
56.0	9.0	0.016813844398	0.8721579595000001
56.0	9.5	0.017783092455	0.92220761921
56.0	10.0	0.017157024105	0.98353143364
56.0	10.5	0.019826024212	1.0127320791
56.0	11.0	0.023564157992	1.030787052
56.0	11.5	0.027193837947	1.0623393171
56.0	12.0	0.026522283385	1.128460069
56.0	12.5	0.027694130556	1.1783435259000001
56.0	13.0	0.03622131497	1.1624738061
56.0	13.5	0.10397454210000001	0.81458589533
56.0	14.0	0.052149216226	1.1896039605
56.0	14.5	0.11343445840999998	0.42458100984999997
56.0	15.0	0.083393103273	0.19673693117
56.5	0.0	0.0086517277744	0.0048234264955
56.5	0.5	0.0087305645036	0.06487104416
56.5	1.0	0.0088146192627	0.052874842955
56.5	1.5	0.0088264317546	0.14854831476
56.5	2.0	0.0090209672403	0.19566058261
56.5	2.5	0.0086979187359	0.25870168876
56.5	3.0	0.0089458029953	0.3233902101
56.5	3.5	0.0091743076386	0.36528906421999996
56.5	4.0	0.0094602405904	0.41992291657999997
56.5	4.5	0.009503821251700002	0.47805989224
56.5	5.0	0.0096649180964	0.54217355195
56.5	5.5	0.010083439353	0.5759850667399999
56.5	6.0	0.010323787603	0.64409646281
56.5	6.5	0.011250626782	0.65819179403
56.5	7.0	0.011457577704	0.72060553152
56.5	7.5	0.011637609591	0.7767881966399999
56.5	8.0	0.016756850669	0.74294951846
56.5	8.5	0.016240301618	0.8244910875300001
56.5	9.0	0.016292806796	0.8759512008
56.5	9.5	0.017817528921	0.9150906248799999
56.5	10.0	0.018652324187	0.9714070181100001
56.5	10.5	0.020448598462	1.0081745653
56.5	11.0	0.023805198967	1.0279563676
56.5	11.5	0.025463732699000003	1.0746444743999999
56.5	12.0	0.026312814509999997	1.1275071703
56.5	12.5	0.032083607686	1.1353088042
56.5	13.0	0.04057705338	1.1371739003
56.5	13.5	0.10537281184	0.73290189088
56.5	14.0	0.12897835228	0.89711710862
56.5	14.5	0.12353517342	0.53027460084
56.5	15.0	0.15728528382999998	0.62190823507
57.0	0.0	0.0086944549029	0.0018934769207000002
57.0	0.5	0.0087333880185	0.062346469559
57.0	1.0	0.008729701074899999	0.069539832235
57.0	1.5	0.0087083923126	0.14889249536
57.0	2.0	0.008986953761100001	0.19793167659000002
57.0	2.5	0.008841122086999999	0.25663469871
57.0	3.0	0.0090526947439	0.31853512512
57.0	3.5	0.0091857439265	0.36965003348000003
57.0	4.0	0.009293422793799999	0.43330066728
57.0	4.5	0.009495577235600001	0.47838446799999995
57.0	5.0	0.0097885787665	0.52974399463
57.0	5.5	0.010127781234	0.57450886044
57.0	6.0	0.010375568488	0.63834045434
57.0	6.5	0.011657258935	0.6469123482600001
57.0	7.0	0.015405097377	0.65645951078
57.0	7.5	0.011569257671999999	0.78029693988
57.0	8.0	0.014916093483	0.77827074405
57.0	8.5	0.015808545301	0.82177178083
57.0	9.0	0.015859718342	0.8797430298700001
57.0	9.5	0.019848920061999998	0.8882929834700001
57.0	10.0	0.017485668647	0.9832093585299998
57.0	10.5	0.021666113974999998	0.9948728328799998
57.0	11.0	0.020876500916	1.0625582478
57.0	11.5	0.026270697403	1.0667309013
57.0	12.0	0.03166371625	1.0793432394
57.0	12.5	0.032731454911000005	1.1341708374
57.0	13.0	0.036645333146	1.1644096803
57.0	13.5	0.086939117995	0.33714936565
57.0	14.0	0.061407072427000005	1.1583856332
57.0	14.5	0.16065985585	0.73834229536
57.0	15.0	0.097100547167	0.28257727508
57.5	0.0	0.0086243794037	0.005407538664000001
57.5	0.5	0.008739066362700002	0.06204071641699999
57.5	1.0	0.008736656062200001	0.083509644847
57.5	1.5	0.0087701620754	0.14241459882000002
57.5	2.0	0.0087478921494	0.20268717902
57.5	2.5	0.009003394963299998	0.24691587664
57.5	3.0	0.009008298746100001	0.31619634811
57.5	3.5	0.009241059093299999	0.36533589384000004
57.5	4.0	0.0093221237932	0.42559233234
57.5	4.5	0.0094538976643	0.48990155437
57.5	5.0	0.0097269026381	0.5340889128399999
57.5	5.5	0.010199600675	0.56778887388
57.5	6.0	0.01028037101	0.64704478601
57.5	6.5	0.011714550027999999	0.64445298711
57.5	7.0	0.011662745976	0.71519408723
57.5	7.5	0.011599874142	0.7790575674600001
57.5	8.0	0.013469978888	0.8024764294600001
57.5	8.5	0.015131755323999999	0.82994514871
57.5	9.0	0.0159242357	0.8787230416299999
57.5	9.5	0.017150843386	0.9221433229100001
57.5	10.0	0.017796339338	0.97809993983
57.5	10.5	0.021431361872	0.98803548485
57.5	11.0	0.021506188106999998	1.0549760591
57.5	11.5	0.026129441954	1.072498345
57.5	12.0	0.029535296833	1.1213420574
57.5	12.5	0.032112685697	1.1372762095
57.5	13.0	0.055615026076999995	1.037932029
57.5	13.5	0.11300364210000001	0.58627551627
57.5	14.0	0.068264691645	1.1692507581
57.5	14.5	0.081071623119	0.25239929378000003
57.5	15.0	0.20058638979	0.8260163984700001
58.0	0.0	0.008588499551500001	0.0097367168428
58.0	0.5	0.008765631783000001	0.063555529397
58.0	1.0	0.008895214183299999	0.086645544762
58.0	1.5	0.0085654931045	0.15308256924
58.0	2.0	0.0087743788616	0.19707939557
58.0	2.5	0.0090710047369	0.25483386591999996
58.0	3.0	0.009051705319700001	0.31071066363
58.0	3.5	0.0091399308079	0.36687728916
58.0	4.0	0.0093486094631	0.41661244948
58.0	4.5	0.009507602368799998	0.47414515975
58.0	5.0	0.0098932145155	0.5236570468
58.0	5.5	0.010206299116	0.5674837099600001
58.0	6.0	0.010571392150000001	0.61968929373
58.0	6.5	0.011342317749999999	0.6547898494100001
58.0	7.0	0.01123777361	0.72623594022
58.0	7.5	0.01132258624	0.7939133300300001
58.0	8.0	0.014436939509000001	0.78310286518
58.0	8.5	0.014720450776	0.83760359375
58.0	9.0	0.016755754997	0.86882748144
58.0	9.5	0.019712725413	0.89575067941
58.0	10.0	0.017335303582	0.98461680176
58.0	10.5	0.021009725359	1.0051732581000001
58.0	11.0	0.021187470615	1.05769633
58.0	11.5	0.025701523736	1.0716652319
58.0	12.0	0.028713812731	1.1035120905
58.0	12.5	0.046276727209	1.0284255511
58.0	13.0	0.043538324217999996	1.1233146337
58.0	13.5	0.08711112584899999	0.33821963136
58.0	14.0	0.056603096708000004	1.1731399223999999
58.0	14.5	0.22973857338000003	0.75452037152
58.0	15.0	0.18747359472	0.65410254111
58.5	0.0	0.008583329261	0.0068725822988
58.5	0.5	0.0087203452563	0.06521455286899999
58.5	1.0	0.008723422654200001	0.056551174818000004
58.5	1.5	0.0086983553876	0.14522559472000002
58.5	2.0	0.0086548780496	0.19679607169
58.5	2.5	0.009055855364	0.25570312285999997
58.5	3.0	0.0090545640235	0.31441375937
58.5	3.5	0.0091334277631	0.36696569975000004
58.5	4.0	0.009316189164600001	0.42553541761999997
58.5	4.5	0.0094297104414	0.48177408953999995
58.5	5.0	0.0096958198811	0.54280040781
58.5	5.5	0.010361496091	0.56634898367
58.5	6.0	0.010308132692	0.6296137381100001
58.5	6.5	0.011420739509999998	0.6526520288800001
58.5	7.0	0.011280988365	0.7257684369600002
58.5	7.5	0.011409681161	0.78903372036
58.5	8.0	0.014714538607999999	0.7797188282899999
58.5	8.5	0.016014919675	0.81710108522
58.5	9.0	0.017024755966	0.8685728736399999
58.5	9.5	0.021051274364999997	0.86946374316
58.5	10.0	-2.8500545106000008e+169	-5.475111791100001e+168
58.5	10.5	0.021212760147000003	0.9994866590100001
58.5	11.0	0.020697784566	1.0629735679
58.5	11.5	0.024006177942	1.0988311594
58.5	12.0	0.028366373270000002	1.1100975005
58.5	12.5	0.07163612029699999	0.89284957217
58.5	13.0	0.038612132045	1.1377219404999999
58.5	13.5	0.11417473974999999	0.57279524722
58.5	14.0	0.059816767252000004	1.1736292745
58.5	14.5	0.13836085414000002	0.59893617387
58.5	15.0	0.19532188199	0.76454340648
59.0	0.0	0.0085883731022	0.0096273136701
59.0	0.5	0.008563701146700001	0.065389116569
59.0	1.0	0.0085352911188	0.099907337846
59.0	1.5	0.0086433522935	0.14519347445
59.0	2.0	0.008674467758200001	0.20480182325
59.0	2.5	0.008952962117799999	0.25525932645
59.0	3.0	0.0090228031304	0.31480177108
59.0	3.5	0.0091286906836	0.36706677404
59.0	4.0	0.009367172418799998	0.41811665210999993
59.0	4.5	0.009405863282799999	0.48633249468999995
59.0	5.0	0.0098534903181	0.5264527104300001
59.0	5.5	0.010075230751000001	0.57430544948
59.0	6.0	0.010606446109	0.61762280258
59.0	6.5	0.011619785429	0.64703097282
59.0	7.0	0.011495971388	0.7169223701399999
59.0	7.5	0.01170003786	0.7740552632100001
59.0	8.0	0.013908282569	0.79512609485
59.0	8.5	0.015000058582999999	0.83003282881
59.0	9.0	0.016599255982	0.8754431163099999
59.0	9.5	0.021649927646	0.8697456486599999
59.0	10.0	0.016884005877	1.0052547465000001
59.0	10.5	0.019189095674	1.0221167008
59.0	11.0	0.02061065535	1.0654968232
59.0	11.5	0.021064725718999998	1.1302158245
59.0	12.0	0.036306592133	1.0376628312
59.0	12.5	0.034480857133999995	1.1142204811
59.0	13.0	0.044826137037	1.0956243242
59.0	13.5	0.12006276315	0.60310353357
59.0	14.0	0.13173160279	1.0824515012
59.0	14.5	0.10379492173	0.41579924886999997
59.0	15.0	0.1489767308	0.6077381815199999
59.5	0.0	0.0085657765098	0.009034779480399999
59.5	0.5	0.0086371070365	0.064091756836
59.5	1.0	0.008634989898200001	0.066688247181
59.5	1.5	0.008677365267899998	0.14670889668
59.5	2.0	0.0086560756904	0.20507892945999998
59.5	2.5	0.009016510381	0.25474884872
59.5	3.0	0.0090630252127	0.31422439501
59.5	3.5	0.0091095564552	0.36677643320000003
59.5	4.0	0.0093036748342	0.41911216934
59.5	4.5	0.0094117290242	0.48645988848000005
59.5	5.0	0.009655437404799998	0.54186774551
59.5	5.5	0.009985361803799999	0.57881973465
59.5	6.0	0.010561926288	0.62008191494
59.5	6.5	0.01148506078	0.65041775543
59.5	7.0	0.011170688541000002	0.73167465619
59.5	7.5	0.011428969362000002	0.7903998946999999
59.5	8.0	0.013974461872	0.7915249884700001
59.5	8.5	0.014824917709	0.8322397856
59.5	9.0	0.016730968495	0.8734105822299999
59.5	9.5	0.023908729459	0.8513027225900001
59.5	10.0	0.017139070143	0.98252842061
59.5	10.5	0.020516492973	1.006467803
59.5	11.0	0.019525406933	1.0779681103
59.5	11.5	0.021747392763	1.1159928931999998
59.5	12.0	0.037099980367	1.033462994
59.5	12.5	0.058417151630999996	1.0253199487
59.5	13.0	0.052720158267	1.0495751281999999
59.5	13.5	0.11251993897	0.75557435167
59.5	14.0	0.11161030968	1.0815947597
59.5	14.5	0.091594174149	0.31941531906
59.5	15.0	0.09180860334	0.30899246955
60.0	0.0	0.008539747872500001	0.008873882219999999
60.0	0.5	0.0086250012937	0.065031204681
60.0	1.0	0.0087897113888	0.091773867255
60.0	1.5	0.0085957861587	0.14693570894000002
60.0	2.0	0.0088952422404	0.19959496927
60.0	2.5	0.0088831314466	0.25301959555
60.0	3.0	0.008970177291100001	0.31374444241
60.0	3.5	0.0091419938279	0.36826242556999994
60.0	4.0	0.009378289521799999	0.4153128364
60.0	4.5	0.0093905073392	0.48675153340000005
60.0	5.0	0.009657497832	0.54262466221
60.0	5.5	0.010152697785	0.57501676213
60.0	6.0	0.01006141958	0.65336798147
60.0	6.5	0.011292999176	0.6555268925100001
60.0	7.0	0.019769561932	0.62269264916
60.0	7.5	0.012291104232999998	0.76148115212
60.0	8.0	0.013468941518999999	0.79999772559
60.0	8.5	0.015329169901	0.82314861206
60.0	9.0	0.016409301577	0.8738135493100001
60.0	9.5	0.021379025135	0.87860844551
60.0	10.0	0.017360369442	0.98477977564
60.0	10.5	0.022365929861	0.98613476394
60.0	11.0	0.019601259221000002	1.079777637
60.0	11.5	0.023613790261	1.096137018
60.0	12.0	0.03472175045	1.0509031051
60.0	12.5	0.040771691025	1.0948011299
60.0	13.0	0.06300862988099999	1.0272701255
60.0	13.5	0.10937953282	0.79442688776
60.0	14.0	0.057835620642	1.1566433254000001
60.0	14.5	0.11392785502000001	0.46422497273
60.0	15.0	0.10969192045	0.34478229019
